date,bus_rkl,bus_rkn,bus_rpn,rail_lrt_ampang,rail_mrt_kajang,rail_lrt_kj,rail_monorail,rail_mrt_pjy,rail_ets,rail_intercity,rail_komuter_utara,rail_tebrau,rail_komuter
2023-09-30,136982,1849,38018,117356,153374,163281,49665,70166,11917,6844,15873,8718,5976
2023-10-01,132583,2071,39497,102970,130337,130356,43405,58121,12281,6145,17937,7266,18262
2023-10-02,197170,2185,41449,159335,207806,236388,53139,116341,11218,2919,11289,8580,25561
2023-10-03,214822,2230,41002,164939,218968,256508,53590,123156,9109,2417,9542,8281,27267
2023-10-04,215891,2327,40419,165967,223461,260010,53911,124847,8355,2273,9203,8316,28452
2023-10-05,216309,2220,41036,164723,220672,256480,54863,122200,10339,3720,12265,9213,30035
2023-10-06,210951,2774,43496,168200,223259,249901,58543,119597,12073,5217,16270,9492,33455
2023-10-07,152410,2606,38441,117280,162195,149888,49072,72613,11759,6350,15823,8436,25285
2023-10-08,150520,2863,42967,104194,139692,131443,45088,62219,11987,5047,17619,7016,26369
2023-10-09,215260,2061,41877,160677,212177,238280,53553,118494,10689,2635,11107,8513,36828
2023-10-10,214916,2320,41140,163932,219206,257111,54416,122459,8994,2811,9968,8241,36856
2023-10-11,218530,2146,41014,164959,222963,259229,54761,123326,8782,2684,9634,8188,37317
2023-10-12,218735,2099,40828,161817,216843,255148,53359,122140,10647,4503,14523,8788,37895
2023-10-13,217182,2452,42934,197735,227614,254238,57231,125479,12465,5091,19394,9320,44988
2023-10-14,152043,1941,38832,111920,156597,147492,46244,72343,11912,6368,15281,8215,24921
2023-10-15,142189,2301,39804,98380,133737,125136,41828,60683,12159,4246,17615,7225,24758
2023-10-16,216158,1986,39040,161959,211664,242090,52511,119733,11004,2451,11338,8665,36733
2023-10-17,218465,2092,40466,187016,223358,257936,54061,126318,8417,2219,9389,8301,38776
2023-10-18,223044,1928,41677,167017,225107,263026,54989,126348,8878,2397,9948,8357,37769
2023-10-19,218519,2022,41077,166233,221843,260680,55572,124608,10504,3579,13336,8712,37661
2023-10-20,214167,2860,44097,167968,222792,254227,57816,121760,12054,4912,17160,9332,41922
2023-10-21,147371,2251,37636,112580,154097,146632,45281,72141,11746,6357,14996,8275,24058
2023-10-22,141782,2228,38505,102503,135134,133302,41331,61350,12231,4221,16777,6880,25665
2023-10-23,214192,2707,42182,160945,209230,241915,53884,119745,10824,2330,11516,8388,36749
2023-10-24,220406,2267,40902,169839,222391,259416,56513,125597,8750,2003,9712,7900,37037
2023-10-25,222492,2694,41793,165138,225776,262082,57709,126379,8808,2157,10014,8075,37270
2023-10-26,220487,2107,41342,164608,222732,257185,57354,124290,10491,5392,14005,8565,38168
2023-10-27,215045,1957,43604,165783,220655,250659,60189,122665,12235,5437,17072,9343,43381
2023-10-28,153172,3518,36048,115211,161488,168030,48649,79580,11975,6632,14800,8263,27274
2023-10-29,137132,3144,37243,98246,133218,129694,41459,60780,12205,4622,17122,7165,25195
2023-10-30,211987,2858,41161,158224,210083,236468,55086,118934,10819,2174,11520,8472,36646
2023-10-31,217217,2936,41925,163126,222064,253988,57028,125416,8525,1998,9542,8113,36121
2023-11-01,222202,2290,41872,166517,228310,260585,57820,128264,8684,2152,9630,8250,36856
2023-11-02,220954,2682,41088,164381,224221,254647,58274,126047,11272,3326,13912,8519,37921
2023-11-03,215206,2677,43933,167152,226627,248645,59913,123105,12370,5203,17031,9371,41594
2023-11-04,155741,2930,39313,119716,161983,150292,49301,75725,11463,6512,14839,8379,25570
2023-11-05,147625,2564,42395,104440,138307,129068,45456,62474,12421,4178,16672,7178,24153
2023-11-06,217498,3666,41601,162582,213142,241351,55950,121885,10847,2238,11356,8553,36545
2023-11-07,221617,3465,42641,168981,226412,261146,59216,128837,8998,2359,10094,8375,37343
2023-11-08,228618,3126,43637,172189,233012,265948,59150,130169,10377,2948,11542,8472,38477
2023-11-09,228881,3289,42168,171653,229465,260325,59143,129030,13091,5272,19419,9505,43229
2023-11-10,219109,4240,46266,175560,231094,250724,61061,125915,14277,7146,24560,9469,53486
2023-11-11,171046,2238,40057,125150,175168,162248,58189,77321,13436,7541,17565,8907,32896
2023-11-12,189925,3212,46745,118480,176579,165194,65967,73681,12730,7846,16082,8431,36503
2023-11-13,132144,1761,37008,101664,145236,134013,46834,65333,13204,7495,20440,8072,32718
2023-11-14,193438,2232,39884,152628,208500,232587,55153,112376,12316,4201,16563,8473,38163
2023-11-15,210302,3213,41652,162135,222189,249036,57107,123672,11393,2916,11897,8518,36907
2023-11-16,213699,2862,42049,173089,220302,247627,56599,124752,11176,4196,12556,9117,35585
2023-11-17,209492,3228,43385,160067,217589,238037,57383,120289,12012,5024,14889,9278,37663
2023-11-18,153562,2236,38138,112646,155312,145501,46432,74150,11916,6007,14591,8495,23774
2023-11-19,144103,2275,38850,96012,130333,123975,41568,59509,12196,4572,16675,7212,26195
2023-11-20,220081,2476,41637,160409,212391,241405,55532,125038,11161,2505,11791,8895,36882
2023-11-21,225885,3030,42001,165504,225020,260150,58940,131249,9672,2115,9964,8479,37537
2023-11-22,222230,3051,42818,250614,235772,272525,62450,139113,9907,2267,9852,8733,37553
2023-11-23,222371,2441,41986,168627,229179,263220,62398,130845,11027,3841,13223,9199,39279
2023-11-24,224005,2651,44670,170630,232343,260425,62591,130708,12204,4061,16756,9638,43242
2023-11-25,152673,2629,39624,118685,167477,156854,51628,79434,12085,5053,14846,8656,26814
2023-11-26,148978,2843,40942,102424,143060,133373,46357,64832,11964,4030,16723,7456,25762
2023-11-27,218024,2905,41244,161414,216086,244234,56140,125997,11515,2539,11999,8813,37635
2023-11-28,220515,2672,42835,166671,228154,259900,59051,132983,10057,2483,10379,8656,37531
2023-11-29,224901,2733,42225,166895,243952,263619,58403,140546,9856,2644,10457,8859,36747
2023-11-30,220509,2714,42516,165275,236369,253598,59321,137403,11031,3768,14069,9546,37149
2023-12-01,218606,2937,45585,168552,247693,248375,61845,140846,12495,4194,17126,9695,40889
2023-12-02,154708,2171,40746,121162,210683,156112,52745,102086,11873,5176,15293,8704,27262
2023-12-03,150965,2272,41731,107791,182682,134888,49677,86778,12160,4031,17563,7653,26823
2023-12-04,216708,2791,42222,158852,225714,240874,57278,129915,11176,2220,12248,8980,36828
2023-12-05,219798,3302,43486,162829,234592,251648,58059,135152,9448,2205,10001,8980,36220
2023-12-06,222373,3124,42844,166493,240022,260962,59617,136859,9513,2509,10345,9515,36564
2023-12-07,221706,3083,42648,165729,237908,257507,60404,136029,11229,3609,14003,9597,38344
2023-12-08,226631,3018,45782,243298,246761,263425,67467,141735,12528,4416,17471,9810,43076
2023-12-09,162397,2565,41780,137022,198646,160538,55417,94783,12014,5148,17416,9010,27802
2023-12-10,156771,3447,44874,129807,189157,146307,55027,92218,12004,4253,17573,7991,27875
2023-12-11,185599,2812,42615,151346,228886,215770,60232,129587,11624,3136,12960,9253,36401
2023-12-12,218665,2615,43974,163424,229422,250993,58386,134679,10616,2348,10919,9299,35918
2023-12-13,223170,2274,43540,161783,232067,252973,55103,134295,9836,2841,10939,9417,32801
2023-12-14,220466,2995,41218,159575,228167,243813,55364,130374,11393,4116,13130,9857,34868
2023-12-15,216371,2699,43711,169157,231037,238620,57597,131139,13180,4844,16098,9975,37314
2023-12-16,157848,2120,39290,117347,187170,149150,50605,88673,12600,5348,14746,9151,24661
2023-12-17,155188,1942,43112,107590,174998,136255,50449,81925,12832,5466,16903,8603,25232
2023-12-18,208852,2182,41260,154378,221001,231376,58056,125784,12609,5256,14736,9569,36118
2023-12-19,208038,1768,41252,157400,229228,243310,58686,130286,12445,4829,12356,9663,35344
2023-12-20,211332,1969,41442,159376,234192,243860,59167,130264,12619,5368,14767,9850,37250
2023-12-21,202995,1839,40984,156390,226323,235833,58541,127892,13069,6083,18370,9994,38097
2023-12-22,198824,1754,40057,156009,222417,224242,60866,123891,13823,6187,20506,9991,41332
2023-12-23,151159,1795,38531,126178,199294,179219,57465,97450,13083,6415,16767,9564,29573
2023-12-24,144448,1716,42847,126020,222539,184568,68843,105650,12886,6555,15475,9405,29439
2023-12-25,129313,1324,38642,112249,196188,144255,56232,93677,13089,6569,18355,9530,27572
2023-12-26,180751,1502,40543,136939,199957,203335,55672,110624,12879,5088,17139,9658,33355
2023-12-27,187003,1646,40460,142064,213104,215793,55830,117196,12530,4869,14948,9806,33196
2023-12-28,184187,1728,42015,141124,209894,211994,57203,115891,13009,5269,16074,9998,33260
2023-12-29,181200,1765,43098,141251,209228,207230,57407,113962,13154,5308,17220,9974,35202
2023-12-30,141226,2304,39687,110788,178415,145818,53934,84225,12960,5371,17606,9384,27081
2023-12-31,147295,2584,45916,149183,262265,200627,79585,120685,12895,5312,16531,8475,29350
2024-01-01,136143,2425,41204,103076,159042,130595,51696,79011,13418,5484,18993,7848,34988
2024-01-02,211276,2858,44580,153716,217041,237751,57332,129116,11678,2428,12455,8753,36078
2024-01-03,216100,2878,44010,157042,224466,246491,56375,133884,9904,1876,10583,8792,34433
2024-01-04,216825,2777,42888,155018,221020,243042,55223,131962,9136,2584,11614,8935,33851
2024-01-05,213952,2978,43740,156007,223298,237731,57190,130901,10917,3450,13302,9436,35228
2024-01-06,150272,2983,38130,105102,158047,132972,44585,80745,10871,4283,12347,8505,20458
2024-01-07,137987,2519,40584,90321,133496,110222,39254,64358,11308,3597,13501,7178,20445
2024-01-08,218660,2798,42703,161338,222628,239274,56278,132196,9335,1981,10774,8560,35114
2024-01-09,220494,2655,43430,165949,237427,253414,56917,140539,7877,1806,11203,8451,35024
2024-01-10,223969,2897,39003,167526,236495,256824,57709,139065,8684,1886,12056,8472,35044
2024-01-11,222546,2855,38917,167341,233742,252494,59613,137389,9844,2971,13509,8875,35674
2024-01-12,221399,3085,40081,171423,239607,250510,61195,137321,11570,3683,15445,9401,39453
2024-01-13,155304,2217,35969,131116,176910,145906,48575,88603,10855,4623,13229,8772,22522
2024-01-14,145903,2582,39548,101780,152481,122902,44741,74405,11271,3435,16170,7174,22453
2024-01-15,218208,2844,41749,160979,223369,241545,56945,131468,10340,2226,11587,8578,35750
2024-01-16,222249,2429,42905,165856,235086,258528,57168,138316,8285,1870,10421,8399,37858
2024-01-17,227029,2670,43500,167244,239571,261518,57981,140181,7982,2106,9929,8367,36039
2024-01-18,222386,2522,43433,165975,235011,256519,59204,137630,10236,3076,11894,8941,36258
2024-01-19,222875,2934,44879,167326,239872,250623,59954,136987,11696,3895,14863,9496,38650
2024-01-20,157748,2214,39343,112232,176577,143735,46208,86507,11687,4875,13168,9061,24982
2024-01-21,146405,2160,40929,97180,153555,122746,42970,73060,11363,3837,13891,7340,23963
2024-01-22,217191,2780,44212,163130,229585,249564,57633,134500,10365,2294,11864,8792,37809
2024-01-23,217982,2386,44391,171129,245175,271194,59663,141930,9891,2027,11012,8893,41494
2024-01-24,231893,2511,43240,175617,255701,274327,62053,150582,11943,3584,16911,9262,75203
2024-01-25,148247,2236,40736,99739,160884,131578,41704,81255,11564,4426,13925,9811,87676
2024-01-26,204935,2574,45430,157017,226106,231260,59550,127930,12321,4300,14621,9975,43024
2024-01-27,151488,2262,40089,114892,170826,138859,47548,82374,12191,5352,14419,9172,26720
2024-01-28,141146,2382,41601,96029,147205,119092,42535,69747,12990,4265,15932,7777,26961
2024-01-29,219255,2576,44221,164224,232469,248727,59158,134653,10944,2636,12034,8852,37343
2024-01-30,218058,2376,44764,168871,244641,263233,59925,140745,9049,2019,10576,8860,37177
2024-01-31,226222,2645,45348,171748,255045,268155,63215,144011,9627,2610,10601,9257,37312
2024-02-01,176200,2741,44992,110345,168370,155342,38708,81837,9927,3600,11925,9630,24528
2024-02-02,221002,2891,46306,167247,236335,243097,59159,130610,11324,3875,14057,9621,37243
2024-02-03,162718,3063,41803,123360,190133,156792,53502,90825,11402,4999,13426,8785,25916
2024-02-04,149429,2863,43769,105648,161308,130682,46048,74441,11733,4198,14353,7467,25383
2024-02-05,222777,2685,45666,172179,239347,254947,58095,136304,11040,2328,12429,8568,37371
2024-02-06,227198,2697,45819,178800,250875,269133,59472,142849,10605,2924,11822,9704,37917
2024-02-07,231367,3238,47067,181361,258635,270568,61496,144774,13294,3661,17235,9454,42587
2024-02-08,213077,3314,47300,168826,236151,242448,58465,132386,14343,5525,17502,8002,42291
2024-02-09,185157,3316,46419,145126,187491,196128,59148,106380,14591,6319,18369,7576,40791
2024-02-10,168032,3941,53214,120724,183062,169787,68149,93213,14032,7044,16070,8108,42316
2024-02-11,164656,3470,56449,127252,182602,165241,70687,90323,14118,6924,16692,7776,41047
2024-02-12,140134,2009,45860,106837,161319,130448,50706,81617,14463,7065,20951,8435,33700
2024-02-13,188291,2216,44783,140635,204475,207234,56343,114048,14142,5465,17163,8343,36502
2024-02-14,197412,2296,44392,149656,224887,228180,56279,122304,12719,5210,15101,7750,36154
2024-02-15,200443,2109,42436,152668,220617,230530,55506,123742,12750,5396,16028,9113,36251
2024-02-16,204067,2360,43880,151510,212781,221662,55202,120165,12909,5947,16714,9924,35149
2024-02-17,143744,2158,39482,115135,155676,132749,43440,78613,12708,6230,14874,8645,22221
2024-02-18,137113,2630,43253,101449,142511,119540,40257,69311,13252,5742,16937,7234,21918
2024-02-19,209565,2180,43604,172723,230066,253215,53312,134467,12418,4574,13826,8037,36426
2024-02-20,211946,2301,43267,176499,243230,269049,54497,140065,11762,4794,13258,8468,37926
2024-02-21,215491,2799,43371,180768,249306,275475,57684,138935,12072,4805,12769,8410,37940
2024-02-22,211269,2580,42404,179822,247036,269488,56753,140300,12531,5160,14918,8448,38098
2024-02-23,209954,2830,44247,182119,242257,256988,60272,138084,12949,6117,17893,9720,39386
2024-02-24,156990,2615,41481,169623,183818,159240,50639,92784,12833,6558,15613,8868,23670
2024-02-25,146572,2503,41946,117169,166944,140301,48376,79274,12860,6295,18330,7629,24088
2024-02-26,212055,2168,42024,178115,235328,258185,56729,135950,12689,5325,15215,8382,36826
2024-02-27,216371,2125,42543,182934,246509,274435,56226,142309,12451,4935,13304,8806,37064
2024-02-28,219487,2049,42525,185713,253870,279314,57466,144796,12258,5150,13883,8986,37905
2024-02-29,216258,1942,42507,186270,252901,276409,59795,143616,12844,5987,15852,8899,38573
2024-03-01,215583,2631,43846,188995,249384,268053,62089,141862,13391,6444,19215,9868,41041
2024-03-02,165033,2362,43090,139706,195237,171995,55338,96025,12726,6776,16420,9515,27472
2024-03-03,161176,2631,45319,130402,175258,152048,54661,85758,12857,6357,18473,8295,26841
2024-03-04,219804,2285,42771,186477,241113,265134,59523,139059,12669,4866,15335,8595,39106
2024-03-05,224527,2384,42942,192409,257664,282178,60525,146540,12105,4820,12990,9323,38955
2024-03-06,225832,2935,42902,196748,265735,289291,61041,150217,12186,4573,13329,9104,40035
2024-03-07,227707,3049,41806,195279,259437,285010,60294,146254,12212,5035,14739,9318,40181
2024-03-08,225846,3495,45930,198209,255508,276187,62877,143507,12844,5752,18053,9988,41371
2024-03-09,168978,3005,42296,147949,194931,171162,54303,93320,12778,5973,15810,9395,26489
2024-03-10,168346,3350,47658,131424,172713,151129,51903,80835,12947,4571,17907,8432,28332
2024-03-11,237735,3535,46665,195586,247030,269096,59478,143402,10879,2643,12957,8715,37004
2024-03-12,221923,2939,42910,183417,233981,262745,53876,141272,7274,2108,8890,9503,33486
2024-03-13,224017,2872,43964,187531,241245,270672,53256,144886,7915,1723,9980,9622,34623
2024-03-14,223361,2565,42407,187979,238180,269152,53163,143518,9473,2596,14050,9187,36408
2024-03-15,217129,2919,43834,186992,236822,254316,52790,139821,11585,2825,16569,9352,38566
2024-03-16,146219,1925,37022,117619,152241,132485,37208,77278,10279,3118,11415,8170,19529
2024-03-17,138622,2208,38960,103038,134241,114307,35078,65252,11879,3009,14676,7349,19311
2024-03-18,222959,2942,42381,185402,232543,257175,53048,142100,9532,1628,11270,8271,34857
2024-03-19,222250,2590,41954,187656,239783,270490,52783,144945,7216,1515,9302,8607,34219
2024-03-20,225446,2762,41967,189346,243689,270583,53653,147663,6874,1420,9261,8755,34153
2024-03-21,221817,2748,42558,188363,239066,268426,52547,143833,8684,2601,12292,8624,34085
2024-03-22,223335,2936,44741,193518,242789,260941,52855,145021,11625,2613,16281,9472,39440
2024-03-23,153237,2056,36224,128138,159646,144677,38859,81114,10328,2916,11667,8587,19227
2024-03-24,145314,2134,38601,109748,135024,122018,36805,66243,11820,2768,14512,7253,20600
2024-03-25,216733,2556,42590,186459,232026,258471,53337,141473,9956,1698,11113,8421,34594
2024-03-26,219942,2777,42441,200366,241644,272008,53002,146701,8125,1542,9535,8960,34383
2024-03-27,224826,2838,42623,195860,251996,278863,55175,149236,10339,2805,12345,9630,36155
2024-03-28,137925,1808,33983,123967,156908,138478,38093,79863,10600,2919,12060,9120,18698
2024-03-29,205205,2958,42235,182922,227034,241375,53130,132224,11535,2696,14601,8334,35378
2024-03-30,139163,2011,35542,136787,161181,145586,46335,80600,11653,3609,12015,8654,21794
2024-03-31,134772,2201,39910,118616,136166,123186,40731,66271,11979,3085,14959,7900,20319
2024-04-01,213268,2622,42843,190688,233202,258673,53052,141521,10369,2319,11072,8296,34659
2024-04-02,215764,2494,43126,194353,243455,272919,53697,146047,8429,1808,9994,8830,34672
2024-04-03,219574,2783,42880,198362,249738,277684,54983,149257,9613,1899,10564,9080,35893
2024-04-04,215235,2880,42176,196235,242298,270034,53250,144201,12417,3865,14349,8791,36598
2024-04-05,214935,3959,45268,205028,247541,263195,56445,146166,14205,4119,16695,9860,40197
2024-04-06,164270,2686,39936,138273,158140,142798,45195,81865,13399,4146,13651,8794,22455
2024-04-07,146646,3106,43483,125082,143661,127142,47574,68055,13021,4953,14075,7583,20043
2024-04-08,179624,2453,40795,159953,198967,203412,51693,110727,12437,4771,14989,8763,29330
2024-04-09,175500,2495,45170,152799,187967,188202,56915,101938,13167,4054,13412,9945,29376
2024-04-10,141775,3011,42441,124942,186888,180266,61197,97003,13232,3195,10581,8327,36527
2024-04-11,145050,4865,47116,119246,176012,165380,62956,88536,13661,5361,14591,9065,40924
2024-04-12,157759,2150,43860,130820,177926,170704,53776,94392,13467,5759,16555,9784,30960
2024-04-13,134254,1903,40009,104348,145964,122924,43188,72068,13760,6172,17701,8899,23925
2024-04-14,131917,2311,43314,102134,130563,116722,37998,67136,14443,6032,22152,7191,27623
2024-04-15,207045,2899,44880,172157,209368,227652,49334,128156,13017,3425,15179,8122,34804
2024-04-16,215083,2718,43107,181350,227061,248474,51639,140859,10542,2823,12323,8130,36220
2024-04-17,214591,2756,43687,187724,237109,260804,52924,145894,9386,2410,11097,8345,35694
2024-04-18,216693,2905,42777,185814,233021,260304,52050,144008,10028,3211,14771,8328,36941
2024-04-19,214742,2984,44421,189184,240513,254263,53788,143869,11651,3719,18438,9434,39803
2024-04-20,156487,2773,38998,128980,172835,145335,42710,89429,11635,4369,17301,8495,24505
2024-04-21,149283,2850,40217,113505,149974,124892,40789,74164,12151,3530,17801,7091,25411
2024-04-22,222967,3065,42619,186110,232509,256725,53584,142827,10320,2286,12558,8111,35791
2024-04-23,226112,2969,43004,191353,243451,272842,55248,148808,7994,2184,10664,8151,34845
2024-04-24,226961,3030,41881,191429,248489,274518,55395,148782,8076,2276,10823,8331,34595
2024-04-25,223902,2653,42171,189166,244874,270387,55801,146571,10546,3557,14154,8434,35981
2024-04-26,221708,2874,44501,193453,251457,262936,56404,146185,12084,4370,18951,9461,41253
2024-04-27,156539,2865,39171,143091,192673,156561,47139,94517,11864,4761,16326,8494,27535
2024-04-28,149248,2960,40715,117225,162298,133240,43748,77668,11982,3961,18057,7062,25912
2024-04-29,222471,2869,44318,187311,237795,260006,55840,143725,10795,2092,12888,8322,36506
2024-04-30,230072,3032,44936,194819,256624,276262,58774,151140,10345,3632,14593,9759,36874
2024-05-01,145290,2840,43591,119793,184437,142909,46327,87555,11480,5165,15904,7467,25261
2024-05-02,227861,2708,46435,195431,250953,274442,54081,149260,10473,3078,14620,8455,37180
2024-05-03,222811,3234,47298,197806,251683,266068,60125,147846,11829,4105,18094,9541,40174
2024-05-04,159686,2968,42270,143552,186860,162346,49000,97466,11828,4833,18494,8310,26807
2024-05-05,152504,3100,45222,123295,171318,138060,46306,84630,12149,3545,19280,7018,26645
2024-05-06,228581,2829,45846,192678,240363,262910,57200,146060,10839,2187,13035,8111,36384
2024-05-07,231226,3665,45374,198206,259675,283428,29351,151590,8722,1998,10716,8269,36179
2024-05-08,239656,3580,44998,199795,267109,288099,28097,155057,8555,2136,10990,8288,36008
2024-05-09,231452,3008,45285,197917,253896,277288,52071,150250,10275,3195,14131,8746,36321
2024-05-10,227982,3452,46735,201590,257069,271257,56660,150331,12098,4523,19516,9354,41117
2024-05-11,158682,2818,38915,135207,182758,153531,45689,91924,11801,5465,16419,8468,26162
2024-05-12,162251,3400,45154,128056,166092,139061,47674,84088,12051,4151,16968,6936,27025
2024-05-13,227525,2928,44042,195021,242010,263810,55298,147222,10705,2237,12891,8193,36130
2024-05-14,232091,2895,44869,198047,253437,277017,54970,153466,8511,1929,11027,8342,35236
2024-05-15,233173,2851,44745,197979,257037,277887,55196,152768,8465,2041,11586,8242,35323
2024-05-16,229909,2894,44122,196937,253778,275188,55939,151399,10233,2789,16115,8180,35551
2024-05-17,230407,3111,46532,200726,252606,267692,57113,149592,11765,4319,17701,9341,37370
2024-05-18,159508,2684,40116,138417,187079,153988,47953,93718,11758,5299,15971,8328,23769
2024-05-19,154004,2837,43391,123106,160492,133420,44665,78156,12119,3928,18271,7108,24413
2024-05-20,226418,3143,44077,189554,241287,258466,52779,145344,10883,2188,14211,8800,35095
2024-05-21,230896,2698,44130,196286,253671,276190,55237,152166,10271,2744,13139,9860,35923
2024-05-22,143333,2244,39065,118052,168654,137209,41822,84808,11140,5262,12511,7748,20620
2024-05-23,222421,2838,42519,192282,240933,259669,53432,145895,11335,4292,14220,9536,37121
2024-05-24,221956,3106,45335,210072,250636,264581,57822,148879,13335,5555,19020,9789,41567
2024-05-25,154725,2550,39619,169115,191869,173761,49453,100692,12809,6407,17137,8908,30648
2024-05-26,149333,2635,41779,154341,171027,150886,48425,88095,12753,6481,17532,7567,29347
2024-05-27,215683,2375,41099,209792,252244,261486,57351,147242,12553,5413,16531,8927,39589
2024-05-28,219320,2024,42132,215276,261354,279863,59576,153482,12441,5898,14995,8931,40144
2024-05-29,217848,2459,42291,224227,274188,286982,61219,157813,12639,5985,16003,8955,42924
2024-05-30,215267,2256,41388,223563,266950,281624,61632,154809,12687,6660,16729,9645,42957
2024-05-31,210430,2664,41947,221354,261386,267879,62698,143743,12937,6692,19432,9669,41565
2024-06-01,158625,2590,42709,185932,209179,175552,55859,104973,12882,7151,19833,9067,35761
2024-06-02,150963,2966,47400,162167,198291,159489,60246,94648,12900,7281,18941,7741,32746
2024-06-03,135779,2667,39045,115327,161956,127811,44106,79465,13276,7169,22520,9305,28463
2024-06-04,224369,3004,45820,196980,249198,269312,54798,148015,11472,2405,14566,8881,37473
2024-06-05,220701,2855,45708,195988,251786,271351,55326,150154,9757,2211,11954,8928,34822
2024-06-06,218856,2802,44553,194376,245986,265179,54470,148279,10066,2910,12776,9558,33736
2024-06-07,217241,4170,47074,198250,251688,260313,58342,145658,11325,4623,15262,9672,35309
2024-06-08,157762,2970,43583,144743,195106,158833,49750,96194,11536,5362,14432,8832,23991
2024-06-09,156926,3229,47202,132320,170552,144354,49056,82792,11643,3991,15270,7618,24642
2024-06-10,224858,2939,45273,197865,248543,262844,57746,147097,10912,2672,12961,9017,35125
2024-06-11,225984,3144,46082,210343,258700,278563,57438,153481,9758,2337,11399,9108,35114
2024-06-12,227921,2804,46998,202214,260430,277640,57629,154360,10343,2825,12349,9403,36534
2024-06-13,225857,2779,46290,202468,256529,273266,56094,151551,13174,4624,18406,9863,39719
2024-06-14,221501,2999,50258,203495,257088,256356,57857,150290,14461,6127,22905,9818,46039
2024-06-15,158054,2394,43464,139011,185662,144886,50963,90604,13880,6488,20559,9246,29940
2024-06-16,152180,3099,49041,125659,172583,133785,56223,80577,13089,5042,15917,8138,28151
2024-06-17,134395,2907,42988,116649,159879,138594,52951,81141,13724,4127,13454,8060,32155
2024-06-18,200132,2847,45185,185441,240978,244971,57587,135354,14016,5867,19994,8967,41650
2024-06-19,218818,2719,45177,194749,253462,264955,53446,147188,11755,4231,15521,9117,38775
2024-06-20,216742,2963,44845,193956,250229,265578,53377,146558,11266,3729,13780,9584,35464
2024-06-21,216614,2456,44156,194890,251368,257011,55732,139848,12393,4827,15185,9833,35417
2024-06-22,155102,2327,41102,142584,188870,150885,47404,95667,12448,5564,15456,8595,23276
2024-06-23,145528,2178,43339,130091,160595,130408,41616,80777,12558,4503,15314,7054,24169
2024-06-24,221117,2904,43740,189584,244282,256702,52722,145191,10911,2569,12951,8683,34459
2024-06-25,221872,2720,45079,194186,255156,273199,53506,150199,9560,2556,11702,8402,34558
2024-06-26,224543,2753,44457,196416,259838,275959,54934,151871,9368,2342,10877,8571,34703
2024-06-27,223293,2794,44405,194265,255210,270789,54446,149007,10671,3724,13565,8883,34975
2024-06-28,220293,2789,47644,195212,258172,265508,57884,147390,11892,5080,16473,9568,36016
2024-06-29,159861,2217,43510,140938,202785,164337,51657,99383,11648,5499,14976,8921,24978
2024-06-30,149938,2343,47053,120543,169715,137399,47363,81318,11899,4363,17187,7486,24205
2024-07-01,230685,2738,46746,195781,252569,268960,55157,150225,10963,2444,12787,8580,35332
2024-07-02,233316,2817,47765,200482,261783,282862,56567,155665,9019,2259,10686,8337,35327
2024-07-03,235123,3030,46499,203010,268765,289412,57082,159991,9750,2236,10726,8399,35601
2024-07-04,232014,2872,46113,202097,264607,286994,57609,155893,11175,3932,14919,8861,36225
2024-07-05,232055,3430,50171,207116,266888,282608,61013,155970,13441,5605,19435,9544,43327
2024-07-06,166246,3022,44153,142730,206645,172441,56046,101023,12845,7094,18247,8930,29916
2024-07-07,160495,3778,50999,132547,203848,157584,57455,92936,12791,6866,17816,7629,28447
2024-07-08,141950,1961,39079,115556,165449,134575,42438,82489,12919,4855,17492,8735,26568
2024-07-09,231844,2933,46688,200793,263047,280219,56539,156259,11480,2779,13157,8106,37839
2024-07-10,232059,2999,46617,205059,270141,289561,58792,159400,11005,2307,11829,8469,36612
2024-07-11,235389,2976,46629,203117,266658,286550,57623,159483,11135,3610,13942,8837,36971
2024-07-12,229421,2818,46957,201799,263438,272404,60149,155710,11997,4595,16188,9565,37194
2024-07-13,164920,2238,45684,140503,197531,168997,51341,99733,11717,5563,15521,8567,26261
2024-07-14,155137,2580,43504,120570,166721,145532,46527,78833,11880,4100,15759,7051,26194
2024-07-15,232392,2919,45683,196946,252958,267546,55544,152523,11246,2525,13133,8471,36153
2024-07-16,237481,2686,46138,201215,262939,284143,54769,158717,9976,2240,11562,7978,36540
2024-07-17,238258,2803,48138,203820,269546,287944,55063,160676,9975,2785,11749,8369,36372
2024-07-18,234917,2732,45796,201041,263117,280222,55062,157487,10930,3611,14238,8849,35545
2024-07-19,228243,2682,49223,203725,267317,276902,47692,156915,11896,5261,17202,9097,37244
2024-07-20,161181,2099,41965,144224,208405,171208,51709,105712,11742,5943,16127,8760,25282
2024-07-21,153555,2509,44163,120702,166368,136580,44861,81655,11745,4775,16686,6949,22770
2024-07-22,234536,2734,46222,196906,248534,269822,54640,153039,11219,2797,14628,8115,35421
2024-07-23,239328,2739,45938,200663,263178,282154,53465,159136,10176,2637,12649,8128,35182
2024-07-24,239220,2681,46514,200489,265491,283903,53975,159742,10262,2562,12430,8302,34667
2024-07-25,237772,2749,45595,201412,263951,281000,54526,158432,11174,3957,14973,8434,35021
2024-07-26,231959,3124,48950,203776,264920,275418,58401,155741,12049,4804,17030,9440,37808
