date,bus_rkl,bus_rkn,bus_rpn,rail_lrt_ampang,rail_mrt_kajang,rail_lrt_kj,rail_monorail,rail_mrt_pjy,rail_ets,rail_intercity,rail_komuter_utara,rail_tebrau,rail_komuter
2025-05-24,173706,2203,42319,191555,229583,188541,56059,126117,11446,5011,16626,7913,22545
2025-05-25,155754,2377,42466,155888,185293,150989,46670,98331,11712,4101,17301,6624,21224
2025-05-26,239832,2373,47546,211797,257353,252576,54785,165467,10436,2361,14513,7982,27665
2025-05-27,244656,2334,47223,214400,264906,262720,56716,168035,9331,2436,12628,7765,26925
2025-05-28,248298,2555,47177,270317,285851,282321,60401,181845,11442,3328,14588,7868,30194
2025-05-29,247482,1969,43973,244905,302155,304006,62840,186252,13004,5027,18943,8734,36565
2025-05-30,243223,1921,46779,247706,298133,302365,66455,181110,13366,5560,20915,9555,38203
2025-05-31,172695,2015,44153,199745,234211,188242,59536,122276,13046,6471,19496,8643,26589
2025-06-01,166937,2375,49415,185693,230351,179404,63271,117284,12666,6738,19445,7532,19933
2025-06-02,148881,1837,42485,126401,191199,144498,48644,96152,12795,6986,21750,9278,19770
2025-06-03,238051,1887,47218,216820,293277,288984,61195,179020,12470,5962,18326,8691,30302
2025-06-04,236528,2121,45815,218953,303234,296449,60373,180381,12572,5964,19050,8879,33036
2025-06-05,234447,2084,45893,215161,290340,285038,60136,175010,12512,6366,22662,9342,33732
2025-06-06,223218,3342,49470,197827,261792,240260,59910,154033,13487,5777,20950,9368,30614
2025-06-07,161456,2712,42968,136151,193812,150741,61041,102476,12958,3950,12177,7994,20529
2025-06-08,171913,3205,50915,135915,189395,145130,54318,99157,14169,6633,20878,7315,26216
2025-06-09,224631,2032,43034,196179,254561,237301,56409,158751,13715,6216,22423,8919,31238
2025-06-10,247775,2466,49388,252132,283558,287171,58405,182123,10964,3461,15210,8744,29710
2025-06-11,257748,2581,48689,223976,291704,296277,59653,184433,9743,2880,13309,8870,29636
2025-06-12,255045,2409,48630,219157,285830,289320,58792,180446,9889,3372,13985,9204,28709
2025-06-13,247663,2516,49907,217800,284476,277369,61824,176370,11509,4368,16306,9550,28980
2025-06-14,174731,1839,43838,148285,204432,160299,51582,107322,11509,4774,15416,8285,17140
2025-06-15,163531,2326,46090,132153,175913,139076,45601,91253,11651,4169,16482,7202,17117
2025-06-16,247848,2562,46909,215238,274913,277473,57615,175505,10980,2477,13953,8989,28501
2025-06-17,257335,2441,49083,221237,288101,294656,58409,183789,9463,2366,12496,8974,29337
2025-06-18,257899,2415,48853,221978,293834,296544,59505,183750,9514,2433,12187,8840,28634
2025-06-19,256080,2288,48748,217680,285673,289771,57890,179745,10727,3453,14736,9326,29090
2025-06-20,245905,2449,50780,220118,284956,277965,62276,176674,11781,4735,17622,9622,29423
2025-06-21,173166,1870,45224,157278,207168,160517,47895,110657,11697,5120,15331,8310,17312
2025-06-22,163397,2208,46077,149515,178187,141265,45718,94310,11990,4743,17364,7239,19530
2025-06-23,253610,2401,49591,213906,274163,281495,56785,177167,11064,2568,14070,8844,29144
2025-06-24,253779,2290,48712,218889,285779,296082,56860,183329,9729,2121,11703,8677,28472
2025-06-25,261640,2237,49567,220795,290399,300362,58354,183267,11125,2999,12473,8879,29300
2025-06-26,247608,2362,51151,221297,291743,297387,59612,181453,12238,4702,21311,9360,35225
2025-06-27,160231,1831,43268,131376,194648,150529,48208,100774,12235,6059,18421,9965,20358
2025-06-28,169619,1727,44587,141403,203951,162083,55488,103424,11870,5911,15838,8771,18319
2025-06-29,159429,2078,45117,124740,171002,138694,46777,88527,12553,5259,20057,6902,19823
2025-06-30,249032,2339,51148,212414,268954,273845,57120,172586,11432,3040,14678,8374,28901
2025-07-01,241090,2403,50975,222150,288585,298681,59794,184189,9803,2053,12498,8047,29435
2025-07-02,242126,2374,51124,223299,292929,302036,59681,183480,9084,2286,12382,8098,30177
2025-07-03,242080,2427,50531,222007,286703,298877,60904,182736,10678,3398,14569,8417,30264
2025-07-04,236265,2542,53476,222107,290912,291332,64877,178389,12020,4477,18841,9343,31464
2025-07-05,163189,2129,48938,149693,212603,171882,54788,110976,11916,5347,18529,8206,19377
2025-07-06,148045,2822,50693,134579,183226,147216,52970,93409,12005,4369,17750,7133,19220
2025-07-07,240420,2594,41883,221986,285689,292336,59805,183506,11272,2515,16402,8674,31261
2025-07-08,243597,2963,49983,228014,296962,308817,62596,189132,9588,2632,13634,8163,30511
2025-07-09,247564,2548,52179,229293,303175,311399,62005,191315,9720,2522,13717,7981,31211
2025-07-10,246635,2463,50016,227122,298597,306566,62468,187659,11075,3582,17620,8652,31526
2025-07-11,239391,2604,54726,228559,298946,296461,68484,183015,12214,4816,20207,9484,33285
2025-07-12,166355,1878,48412,157374,217217,179416,57365,115389,11996,5735,19387,8234,21060
2025-07-13,153091,2374,46039,139303,187551,153544,50750,97754,12131,4633,19526,6736,20322
2025-07-14,238714,2007,50662,220343,285117,293231,60332,185120,11345,2454,15472,8354,30691
2025-07-15,247235,2510,50124,227381,299244,311634,61337,192831,9933,2199,13008,7956,31350
2025-07-16,249063,2432,51130,228324,305520,313542,61762,193473,9857,2573,12954,8237,31292
2025-07-17,244458,2316,51548,224411,297156,304802,61091,188463,10986,3881,15073,8760,30885
2025-07-18,238601,2375,52276,232094,297657,297190,67648,186157,12043,5094,17623,9516,32321
2025-07-19,157396,2177,46387,160924,213950,169018,57668,115470,11797,5965,16152,8460,18699
2025-07-20,145109,2244,47569,136108,178693,143599,49408,92956,12209,4907,16770,6989,18626
2025-07-21,239826,2400,50787,219730,280588,289758,60066,181661,11325,2656,14460,8271,30319
2025-07-22,238318,2420,51145,223872,290261,302002,60182,187072,10260,2554,13250,8142,30087
2025-07-23,247281,2309,50863,227249,298075,311409,62702,191116,10372,2464,12900,8226,30966
2025-07-24,243377,2458,50489,226674,295755,309036,62496,189367,11388,4216,16074,8272,30964
2025-07-25,238151,2224,53447,228439,295292,303201,66537,187170,12325,5755,19775,9640,32880
2025-07-26,156180,2245,48430,174696,212583,185963,54920,115689,12075,6236,18297,8559,22662
2025-07-27,140596,2102,47497,131494,178143,146739,49152,90085,12126,4722,18376,7152,19386
2025-07-28,236090,2289,50750,216294,277435,287166,61839,180114,11270,2587,15038,8275,29828
2025-07-29,240692,2206,50635,220764,287640,300777,61292,183384,9890,2671,12833,8138,29867
2025-07-30,242958,2255,49793,224223,295466,307186,62219,186972,9821,2996,13063,8356,29879
2025-07-31,239229,2307,51048,221768,290916,301414,61542,182433,11022,4003,16805,8268,29796
2025-08-01,238954,2426,55658,224995,291400,295086,65385,178566,12038,4697,20143,9492,31477
2025-08-02,161233,2424,48874,155185,216047,174831,55627,111545,11821,5934,18461,8471,18595
2025-08-03,148312,2224,50191,140376,186282,149570,51301,93757,11975,4713,19244,6975,17876
2025-08-04,236408,2200,50356,220815,280041,291599,61723,180550,10966,2553,14740,8215,29893
2025-08-05,244384,2527,52084,228302,297339,313375,63469,188587,9316,2434,13098,8259,30173
2025-08-06,245935,2491,50728,231107,303063,315200,63888,192860,9686,2941,13780,8393,30477
2025-08-07,246380,2907,50850,229949,298482,311523,64849,187434,10856,3983,16229,8857,30679
2025-08-08,238584,3093,53779,230579,298882,304869,68622,182583,12118,4833,20033,9264,32740
2025-08-09,159027,2313,49513,161110,222570,183453,59248,115047,11895,5824,18482,8153,20045
2025-08-10,150362,2576,51649,143079,191154,156323,55533,97624,12013,4648,20174,7367,19807
2025-08-11,242499,2395,50905,227198,290197,298124,65006,187683,11122,2833,15665,8244,31033
2025-08-12,244845,2476,52495,231574,301131,313864,65031,194508,9895,2441,13252,8871,31117
2025-08-13,250391,2350,50317,234026,305280,317711,64780,195257,9876,2395,12710,8823,31034
2025-08-14,238228,2442,50737,228220,296253,310138,65607,189728,11049,3810,16003,8717,31167
2025-08-15,239098,2429,52060,236250,299864,302575,68354,188873,12010,5263,20478,9506,32905
2025-08-16,160403,2304,48757,163331,229033,179423,57209,118233,11633,5833,18149,8570,19107
2025-08-17,146916,2352,50571,143260,189828,149871,52848,95500,11997,4419,20020,7239,18559
2025-08-18,242477,2281,50654,222256,282153,294249,60169,180743,11017,3154,13772,8586,30330
2025-08-19,244437,2277,50109,227785,295867,310787,62663,189840,9692,2414,12057,8313,30029
2025-08-20,249624,2187,50912,230437,302446,314664,61917,191536,9540,2515,12754,8263,29866
2025-08-21,240160,2298,46949,225511,290410,305933,61282,185110,10862,3793,15647,8754,29445
2025-08-22,237157,2338,51921,232112,294419,298371,64708,184885,11929,4681,18867,9354,31390
2025-08-23,159146,1874,45267,161738,220114,173210,51821,118332,11450,5542,16506,8404,17962
2025-08-24,142959,2113,44805,145195,182500,148618,47075,96049,11858,4455,17407,6859,16851
2025-08-25,237914,2234,48549,222327,282568,291967,60019,183336,10942,2903,13988,8422,29566
2025-08-26,244187,2138,49165,226225,293911,303887,60709,188264,9061,2115,12498,8065,28864
2025-08-27,242859,2160,48778,227024,295451,307534,60124,189510,9870,2895,12832,8144,28506
2025-08-28,233109,2282,47258,224592,291679,301116,59648,186097,11864,3921,18855,8937,28425
2025-08-29,233872,2260,51830,227900,294560,294741,62565,185130,13210,5410,23547,9490,34772
2025-08-30,166721,1677,46275,177518,242057,206196,64771,134323,13410,6048,19189,8615,21164
2025-08-31,243220,2707,52574,163868,236063,177127,66192,141093,12600,6477,19554,7224,20590
2025-09-01,134280,1629,45176,123590,173532,136334,44882,91120,13708,5371,21731,8537,20801
2025-09-02,237253,2325,50580,221172,280970,292560,57960,184088,11015,2331,14619,8047,29056
2025-09-03,239293,2401,47180,222752,287976,298834,57851,186270,9894,2345,12907,8322,28782
2025-09-04,233814,2502,48292,236328,293304,301093,60603,187599,11355,4176,21053,8896,31950
2025-09-05,159350,2693,43452,137357,196656,157325,50714,102477,12623,5633,16499,9707,18511
2025-09-06,164190,2287,43408,139337,203072,154070,50608,103677,12174,5767,15766,8698,16833
2025-09-07,153228,2646,44976,126849,168499,135055,45146,89315,13326,4736,21344,7638,18783
2025-09-08,236861,2198,49545,218944,280364,286375,56645,182747,10920,2801,14488,8711,29013
2025-09-09,241557,2513,49067,226285,295291,304164,57465,190356,9077,2735,12985,9235,29168
2025-09-10,241420,2437,50810,226766,298665,307969,57519,191250,10187,2989,13032,9334,29581
2025-09-11,237668,2402,49430,226085,291716,301812,58157,186692,11659,4434,18765,9018,29757
2025-09-12,234462,2387,50480,232658,287415,289356,61309,183427,13789,6086,23664,9817,36339
2025-09-13,150120,1927,44301,159119,222694,169814,51508,118074,13634,7294,21918,8561,23340
2025-09-14,150298,2331,50099,150123,211539,160941,62401,109702,13712,7049,19991,7704,21022
2025-09-15,136339,1788,39497,140930,219663,162054,61584,115703,13411,7954,20557,8996,22029
2025-09-16,133078,1750,45173,131435,188728,144887,49201,103683,13733,7374,23475,9108,21962
2025-09-17,222482,2014,48311,217719,294289,294225,60027,181640,13092,6614,19219,8620,31822
2025-09-18,223008,1780,47009,217539,295426,296587,60301,183632,12836,6515,18507,8411,30555
2025-09-19,217859,1853,47678,212612,286752,283308,60219,176788,13064,6355,18664,9381,28988
2025-09-20,145740,1772,43021,145668,203266,174407,49608,110892,12916,6399,18209,8007,17769
2025-09-21,135673,2017,44352,123434,166076,128084,41658,88104,13398,5175,18618,6832,16667
2025-09-22,229795,2334,48536,217704,276528,284721,54440,180590,11229,2607,14347,8225,27726
2025-09-23,237220,2169,48674,222617,288690,302287,56780,180239,9294,2497,12930,8311,28285
2025-09-24,240584,2172,48710,224543,292211,305537,56166,186069,9288,2802,13144,7907,28614
2025-09-25,239376,2123,47606,223720,287722,302035,58379,186091,10565,4240,15025,8680,29092
2025-09-26,229992,2238,50860,223056,287774,291930,62650,179254,12032,4705,18444,9443,29900
2025-09-27,151888,1958,44306,148294,207324,159919,53706,111401,11867,5642,16278,8324,18147
2025-09-28,136404,2151,40682,129909,173865,138535,46389,91322,12251,6210,17129,7080,16730
2025-09-29,227626,2187,48667,215741,278409,280914,56746,177141,10575,4025,14264,8263,28476
2025-09-30,233880,2277,50587,222353,291732,298226,56872,184585,9015,3971,12522,8471,28167
